date,product,category,price,discount,quantity_sold,profit,profit_margin,event
2023-01-18,NZXT Kraken X63,Liquid AIO Cooler,133.54,2%,910,36169.06,0.33,No Promo
2023-01-18,EKWB EK-KIT P240,Custom Liquid Cooler,227.85,3%,679,56939.95,0.4,No Promo
2023-01-18,Thermaltake Pacific CL360,Custom Liquid Cooler,282.72,3%,1100,119593.87,0.42,No Promo
2023-01-19,Noctua NH-D15,Air Cooler,85.39,3%,1338,29960.65,0.3,No Promo
2023-01-19,Dark Rock Pro 4,Air Cooler,78.58,0%,1196,25100.33,0.28,No Promo
2023-01-19,Corsair H100i,Liquid AIO Cooler,123.4,2%,995,38710.03,0.35,No Promo
2023-01-19,NZXT Kraken X63,Liquid AIO Cooler,131.34,3%,930,34917.44,0.33,No Promo
2023-01-19,EKWB EK-KIT P240,Custom Liquid Cooler,229.91,1%,667,57304.24,0.4,No Promo
2023-01-19,Thermaltake Pacific CL360,Custom Liquid Cooler,289.48,1%,1074,124036.68,0.42,No Promo
2023-01-20,Noctua NH-D15,Air Cooler,85.92,1%,1314,30128.57,0.3,No Promo
2023-01-20,Dark Rock Pro 4,Air Cooler,77.2,1%,1218,23886.93,0.28,No Promo
2023-01-20,Corsair H100i,Liquid AIO Cooler,123.83,2%,1025,40320.93,0.35,No Promo
2023-01-20,NZXT Kraken X63,Liquid AIO Cooler,137.23,0%,880,38220.64,0.33,No Promo
2023-01-20,EKWB EK-KIT P240,Custom Liquid Cooler,226.43,3%,688,56714.15,0.4,No Promo
2023-01-20,Thermaltake Pacific CL360,Custom Liquid Cooler,287.4,2%,1063,120550.64,0.42,No Promo
2023-01-21,Noctua NH-D15,Air Cooler,84.97,2%,1294,28433.55,0.3,No Promo
2023-01-21,Dark Rock Pro 4,Air Cooler,75.75,2%,1198,21751.64,0.28,No Promo
2023-01-21,Corsair H100i,Liquid AIO Cooler,126.34,0%,969,40549.82,0.35,No Promo
2023-01-21,NZXT Kraken X63,Liquid AIO Cooler,136.12,1%,895,37882.57,0.33,No Promo
2023-01-21,EKWB EK-KIT P240,Custom Liquid Cooler,229.28,2%,665,56715.29,0.4,No Promo
2023-01-21,Thermaltake Pacific CL360,Custom Liquid Cooler,290.96,0%,1056,123513.92,0.42,No Promo
2023-01-22,Noctua NH-D15,Air Cooler,85.01,2%,1303,28692.88,0.3,No Promo
2023-01-22,Dark Rock Pro 4,Air Cooler,77.23,1%,1182,23209.54,0.28,No Promo
2023-01-22,Corsair H100i,Liquid AIO Cooler,127.19,0%,969,41369.83,0.35,No Promo
2023-01-22,NZXT Kraken X63,Liquid AIO Cooler,136.08,0%,868,36705.18,0.33,No Promo
2023-01-22,EKWB EK-KIT P240,Custom Liquid Cooler,227.09,2%,669,55593.79,0.4,No Promo
2023-01-22,Thermaltake Pacific CL360,Custom Liquid Cooler,285.06,3%,1074,119280.64,0.42,No Promo
2023-01-23,Noctua NH-D15,Air Cooler,86.17,2%,1290,29901.97,0.3,No Promo
2023-01-23,Dark Rock Pro 4,Air Cooler,75.86,2%,1222,22324.07,0.28,No Promo
2023-01-23,Corsair H100i,Liquid AIO Cooler,123.08,2%,1008,38892.99,0.35,No Promo
2023-01-23,NZXT Kraken X63,Liquid AIO Cooler,130.97,3%,926,34429.05,0.33,No Promo
2023-01-23,EKWB EK-KIT P240,Custom Liquid Cooler,227.2,3%,687,57162.43,0.4,No Promo
2023-01-23,Thermaltake Pacific CL360,Custom Liquid Cooler,292.36,0%,1043,123452.71,0.42,No Promo
2023-01-24,Noctua NH-D15,Air Cooler,86.9,0%,1310,31313.73,0.3,No Promo
2023-01-24,Dark Rock Pro 4,Air Cooler,76.63,2%,1212,23068.15,0.28,No Promo
2023-01-24,Corsair H100i,Liquid AIO Cooler,124.43,1%,998,39851.79,0.35,No Promo
2023-01-24,NZXT Kraken X63,Liquid AIO Cooler,132.88,3%,935,36550.21,0.33,No Promo
2023-01-24,EKWB EK-KIT P240,Custom Liquid Cooler,235.37,0%,659,60219.96,0.4,No Promo
2023-01-24,Thermaltake Pacific CL360,Custom Liquid Cooler,290.08,1%,1066,123749.29,0.42,No Promo
2023-01-25,Noctua NH-D15,Air Cooler,87.11,0%,1270,30625.77,0.3,No Promo
2023-01-25,Dark Rock Pro 4,Air Cooler,76.1,2%,1191,22036.4,0.28,No Promo
2023-01-25,Corsair H100i,Liquid AIO Cooler,126.23,1%,989,41281.39,0.35,No Promo
2023-01-25,NZXT Kraken X63,Liquid AIO Cooler,132.97,2%,910,35654.76,0.33,No Promo
2023-01-25,EKWB EK-KIT P240,Custom Liquid Cooler,230.18,2%,670,57745.36,0.4,No Promo
2023-01-25,Thermaltake Pacific CL360,Custom Liquid Cooler,287.23,1%,1061,120139.44,0.42,No Promo
2023-01-26,Noctua NH-D15,Air Cooler,85.12,2%,1298,28723.99,0.3,No Promo
2023-01-26,Dark Rock Pro 4,Air Cooler,76.54,2%,1190,22543.39,0.28,No Promo
2023-01-26,Corsair H100i,Liquid AIO Cooler,126.84,0%,968,40987.36,0.35,No Promo
2023-01-26,NZXT Kraken X63,Liquid AIO Cooler,134.72,2%,901,36874.35,0.33,No Promo
2023-01-26,EKWB EK-KIT P240,Custom Liquid Cooler,232.98,0%,652,58020.39,0.4,No Promo
2023-01-26,Thermaltake Pacific CL360,Custom Liquid Cooler,284.09,3%,1098,120888.83,0.42,No Promo
2023-01-27,Noctua NH-D15,Air Cooler,87.9,0%,1263,31453.88,0.3,No Promo
2023-01-27,Dark Rock Pro 4,Air Cooler,78.16,0%,1179,24248.05,0.28,No Promo
2023-01-27,Corsair H100i,Liquid AIO Cooler,122.76,2%,1030,39414.53,0.35,No Promo
2023-01-27,NZXT Kraken X63,Liquid AIO Cooler,130.89,3%,910,33757.01,0.33,No Promo
2023-01-27,EKWB EK-KIT P240,Custom Liquid Cooler,229.08,2%,680,57855.83,0.4,No Promo
2023-01-27,Thermaltake Pacific CL360,Custom Liquid Cooler,290.57,1%,1035,120656.04,0.42,No Promo
2023-01-28,Noctua NH-D15,Air Cooler,86.39,1%,1313,30721.0,0.3,No Promo
2023-01-28,Dark Rock Pro 4,Air Cooler,77.3,0%,1184,23335.47,0.28,No Promo
2023-01-28,Corsair H100i,Liquid AIO Cooler,125.76,0%,974,40195.68,0.35,No Promo
2023-01-28,NZXT Kraken X63,Liquid AIO Cooler,132.6,2%,912,35389.15,0.33,No Promo
2023-01-28,EKWB EK-KIT P240,Custom Liquid Cooler,224.89,3%,685,55411.33,0.4,No Promo
2023-01-28,Thermaltake Pacific CL360,Custom Liquid Cooler,290.77,0%,1031,120397.6,0.42,No Promo
2023-01-29,Noctua NH-D15,Air Cooler,87.33,0%,1277,31077.32,0.3,No Promo
2023-01-29,Dark Rock Pro 4,Air Cooler,78.25,0%,1190,24579.47,0.28,No Promo
2023-01-29,Corsair H100i,Liquid AIO Cooler,122.03,3%,1024,38442.26,0.35,No Promo
2023-01-29,NZXT Kraken X63,Liquid AIO Cooler,133.42,2%,893,35384.72,0.33,No Promo
2023-01-29,EKWB EK-KIT P240,Custom Liquid Cooler,230.72,2%,670,58103.41,0.4,No Promo
2023-01-29,Thermaltake Pacific CL360,Custom Liquid Cooler,283.8,2%,1088,119463.88,0.42,No Promo
2023-01-30,Noctua NH-D15,Air Cooler,85.65,3%,1354,30679.98,0.3,No Promo
2023-01-30,Dark Rock Pro 4,Air Cooler,77.56,1%,1185,23655.31,0.28,No Promo
2023-01-30,Corsair H100i,Liquid AIO Cooler,124.7,2%,1028,41327.3,0.35,No Promo
2023-01-30,NZXT Kraken X63,Liquid AIO Cooler,136.71,0%,869,37295.54,0.33,No Promo
2023-01-30,EKWB EK-KIT P240,Custom Liquid Cooler,228.96,2%,659,55992.78,0.4,No Promo
2023-01-30,Thermaltake Pacific CL360,Custom Liquid Cooler,287.64,2%,1061,120576.02,0.42,No Promo
2023-01-31,Noctua NH-D15,Air Cooler,86.46,1%,1308,30691.86,0.3,No Promo
2023-01-31,Dark Rock Pro 4,Air Cooler,77.42,0%,1184,23475.72,0.28,No Promo
2023-01-31,Corsair H100i,Liquid AIO Cooler,124.83,2%,1002,40417.05,0.35,No Promo
2023-01-31,NZXT Kraken X63,Liquid AIO Cooler,135.0,0%,872,35934.52,0.33,No Promo
2023-01-31,EKWB EK-KIT P240,Custom Liquid Cooler,229.61,1%,666,57017.57,0.4,No Promo
2023-01-31,Thermaltake Pacific CL360,Custom Liquid Cooler,285.83,1%,1037,115972.51,0.42,No Promo
2023-02-01,Noctua NH-D15,Air Cooler,85.21,3%,1312,29152.91,0.3,No Promo
2023-02-01,Dark Rock Pro 4,Air Cooler,75.76,3%,1228,22304.28,0.28,No Promo
2023-02-01,Corsair H100i,Liquid AIO Cooler,123.68,3%,1010,39575.07,0.35,No Promo
2023-02-01,NZXT Kraken X63,Liquid AIO Cooler,137.04,0%,892,38572.9,0.33,No Promo
2023-02-01,EKWB EK-KIT P240,Custom Liquid Cooler,225.84,3%,685,56065.3,0.4,No Promo
2023-02-01,Thermaltake Pacific CL360,Custom Liquid Cooler,284.48,3%,1070,118218.45,0.42,No Promo
2023-02-02,Noctua NH-D15,Air Cooler,88.26,0%,1288,32543.1,0.3,No Promo
2023-02-02,Dark Rock Pro 4,Air Cooler,76.73,2%,1205,23056.46,0.28,No Promo
2023-02-02,Corsair H100i,Liquid AIO Cooler,126.18,1%,1016,42349.2,0.35,No Promo
2023-02-02,NZXT Kraken X63,Liquid AIO Cooler,136.96,0%,880,37986.66,0.33,No Promo
2023-02-02,EKWB EK-KIT P240,Custom Liquid Cooler,230.52,1%,660,57107.43,0.4,No Promo
2023-02-02,Thermaltake Pacific CL360,Custom Liquid Cooler,285.57,2%,1083,120840.79,0.42,No Promo
2023-02-03,Noctua NH-D15,Air Cooler,85.83,1%,1317,30077.48,0.3,No Promo
2023-02-03,Dark Rock Pro 4,Air Cooler,76.77,2%,1189,22804.43,0.28,No Promo
2023-02-03,Corsair H100i,Liquid AIO Cooler,123.84,2%,1003,39462.93,0.35,No Promo
2023-02-03,NZXT Kraken X63,Liquid AIO Cooler,134.95,0%,868,35724.82,0.33,No Promo
2023-02-03,EKWB EK-KIT P240,Custom Liquid Cooler,230.04,2%,656,56444.27,0.4,No Promo
2023-02-03,Thermaltake Pacific CL360,Custom Liquid Cooler,291.46,0%,1029,120870.63,0.42,No Promo
2023-02-04,Noctua NH-D15,Air Cooler,84.04,3%,1335,28098.62,0.3,No Promo
2023-02-04,Dark Rock Pro 4,Air Cooler,77.65,1%,1205,24172.61,0.28,No Promo
2023-02-04,Corsair H100i,Liquid AIO Cooler,124.04,2%,1018,40261.19,0.35,No Promo
2023-02-04,NZXT Kraken X63,Liquid AIO Cooler,132.16,3%,915,35103.46,0.33,No Promo
2023-02-04,EKWB EK-KIT P240,Custom Liquid Cooler,226.72,2%,668,55261.85,0.4,No Promo
2023-02-04,Thermaltake Pacific CL360,Custom Liquid Cooler,289.64,0%,1022,118187.13,0.42,No Promo
2023-02-05,Noctua NH-D15,Air Cooler,85.46,2%,1316,29573.07,0.3,No Promo
2023-02-05,Dark Rock Pro 4,Air Cooler,77.13,1%,1217,23776.17,0.28,No Promo
2023-02-05,Corsair H100i,Liquid AIO Cooler,126.12,1%,1013,42168.71,0.35,No Promo
2023-02-05,NZXT Kraken X63,Liquid AIO Cooler,137.13,0%,870,37704.76,0.33,No Promo
2023-02-05,EKWB EK-KIT P240,Custom Liquid Cooler,226.71,3%,671,55504.06,0.4,No Promo
2023-02-05,Thermaltake Pacific CL360,Custom Liquid Cooler,287.69,2%,1076,122337.34,0.42,No Promo
2023-02-06,Noctua NH-D15,Air Cooler,84.61,3%,1303,28164.18,0.3,No Promo
2023-02-06,Dark Rock Pro 4,Air Cooler,77.58,0%,1201,24001.26,0.28,No Promo
2023-02-06,Corsair H100i,Liquid AIO Cooler,121.78,3%,1012,37735.2,0.35,No Promo
2023-02-06,NZXT Kraken X63,Liquid AIO Cooler,135.22,0%,876,36287.78,0.33,No Promo
2023-02-06,EKWB EK-KIT P240,Custom Liquid Cooler,227.83,3%,666,55832.28,0.4,No Promo
2023-02-06,Thermaltake Pacific CL360,Custom Liquid Cooler,287.43,2%,1061,120356.86,0.42,No Promo
2023-02-07,Noctua NH-D15,Air Cooler,85.49,5%,1338,30101.66,0.3,Valentine's Day
2023-02-07,Dark Rock Pro 4,Air Cooler,75.99,5%,1239,22794.75,0.28,Valentine's Day
2023-02-07,Corsair H100i,Liquid AIO Cooler,120.89,7%,1068,38872.21,0.35,Valentine's Day
2023-02-07,NZXT Kraken X63,Liquid AIO Cooler,130.19,7%,981,35705.85,0.33,Valentine's Day
2023-02-07,EKWB EK-KIT P240,Custom Liquid Cooler,225.59,6%,698,56954.43,0.4,Valentine's Day
2023-02-07,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1127,121711.94,0.42,Valentine's Day
2023-02-08,Noctua NH-D15,Air Cooler,86.39,4%,1363,31890.66,0.3,Valentine's Day
2023-02-08,Dark Rock Pro 4,Air Cooler,77.59,3%,1203,24056.99,0.28,Valentine's Day
2023-02-08,Corsair H100i,Liquid AIO Cooler,122.19,6%,1077,40599.78,0.35,Valentine's Day
2023-02-08,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,971,36701.18,0.33,Valentine's Day
2023-02-08,EKWB EK-KIT P240,Custom Liquid Cooler,227.99,5%,692,58125.58,0.4,Valentine's Day
2023-02-08,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1097,128344.72,0.42,Valentine's Day
2023-02-09,Noctua NH-D15,Air Cooler,84.59,6%,1389,29999.07,0.3,Valentine's Day
2023-02-09,Dark Rock Pro 4,Air Cooler,75.99,5%,1273,23420.27,0.28,Valentine's Day
2023-02-09,Corsair H100i,Liquid AIO Cooler,122.19,6%,1076,40562.08,0.35,Valentine's Day
2023-02-09,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,943,38283.07,0.33,Valentine's Day
2023-02-09,EKWB EK-KIT P240,Custom Liquid Cooler,223.19,7%,703,55675.28,0.4,Valentine's Day
2023-02-09,Thermaltake Pacific CL360,Custom Liquid Cooler,278.99,7%,1158,121585.95,0.42,Valentine's Day
2023-02-10,Noctua NH-D15,Air Cooler,86.39,4%,1356,31726.87,0.3,Valentine's Day
2023-02-10,Dark Rock Pro 4,Air Cooler,77.59,3%,1237,24736.91,0.28,Valentine's Day
2023-02-10,Corsair H100i,Liquid AIO Cooler,123.49,5%,1059,41297.82,0.35,Valentine's Day
2023-02-10,NZXT Kraken X63,Liquid AIO Cooler,132.99,5%,928,36375.0,0.33,Valentine's Day
2023-02-10,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,686,59267.93,0.4,Valentine's Day
2023-02-10,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1088,127291.76,0.42,Valentine's Day
2023-02-11,Noctua NH-D15,Air Cooler,85.49,5%,1366,30731.59,0.3,Valentine's Day
2023-02-11,Dark Rock Pro 4,Air Cooler,77.59,3%,1220,24396.95,0.28,Valentine's Day
2023-02-11,Corsair H100i,Liquid AIO Cooler,126.09,3%,1021,42470.33,0.35,Valentine's Day
2023-02-11,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,967,36549.99,0.33,Valentine's Day
2023-02-11,EKWB EK-KIT P240,Custom Liquid Cooler,225.59,6%,709,57851.99,0.4,Valentine's Day
2023-02-11,Thermaltake Pacific CL360,Custom Liquid Cooler,287.99,4%,1108,126307.79,0.42,Valentine's Day
2023-02-12,Noctua NH-D15,Air Cooler,83.69,7%,1381,28583.52,0.3,Valentine's Day
2023-02-12,Dark Rock Pro 4,Air Cooler,77.59,3%,1206,24116.99,0.28,Valentine's Day
2023-02-12,Corsair H100i,Liquid AIO Cooler,123.49,5%,1067,41609.8,0.35,Valentine's Day
2023-02-12,NZXT Kraken X63,Liquid AIO Cooler,132.99,5%,964,37786.1,0.33,Valentine's Day
2023-02-12,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,665,59049.54,0.4,Valentine's Day
2023-02-12,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1103,119120.03,0.42,Valentine's Day
2023-02-13,Noctua NH-D15,Air Cooler,86.39,4%,1357,31750.27,0.3,Valentine's Day
2023-02-13,Dark Rock Pro 4,Air Cooler,75.19,6%,1260,22173.23,0.28,Valentine's Day
2023-02-13,Corsair H100i,Liquid AIO Cooler,120.89,7%,1067,38835.81,0.35,Valentine's Day
2023-02-13,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,942,35605.06,0.33,Valentine's Day
2023-02-13,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,684,59095.14,0.4,Valentine's Day
2023-02-13,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1105,119336.02,0.42,Valentine's Day
2023-02-14,Noctua NH-D15,Air Cooler,84.59,6%,1360,29372.74,0.3,Valentine's Day
2023-02-14,Dark Rock Pro 4,Air Cooler,75.19,6%,1290,22701.16,0.28,Valentine's Day
2023-02-14,Corsair H100i,Liquid AIO Cooler,122.19,6%,1049,39544.26,0.35,Valentine's Day
2023-02-14,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,931,37795.9,0.33,Valentine's Day
2023-02-14,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,694,59959.1,0.4,Valentine's Day
2023-02-14,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1072,125419.82,0.42,Valentine's Day
2023-02-15,Noctua NH-D15,Air Cooler,83.69,7%,1409,29163.06,0.3,Valentine's Day
2023-02-15,Dark Rock Pro 4,Air Cooler,76.79,4%,1258,24150.58,0.28,Valentine's Day
2023-02-15,Corsair H100i,Liquid AIO Cooler,124.79,4%,1038,41828.18,0.35,Valentine's Day
2023-02-15,NZXT Kraken X63,Liquid AIO Cooler,130.19,7%,968,35232.68,0.33,Valentine's Day
2023-02-15,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,683,59008.74,0.4,Valentine's Day
2023-02-15,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1097,128344.72,0.42,Valentine's Day
2023-02-16,Noctua NH-D15,Air Cooler,83.69,7%,1387,28707.71,0.3,Valentine's Day
2023-02-16,Dark Rock Pro 4,Air Cooler,77.59,3%,1244,24876.89,0.28,Valentine's Day
2023-02-16,Corsair H100i,Liquid AIO Cooler,124.79,4%,1055,42513.23,0.35,Valentine's Day
2023-02-16,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,946,35756.25,0.33,Valentine's Day
2023-02-16,EKWB EK-KIT P240,Custom Liquid Cooler,223.19,7%,716,56704.84,0.4,Valentine's Day
2023-02-16,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1131,122143.93,0.42,Valentine's Day
2023-02-17,Noctua NH-D15,Air Cooler,84.59,6%,1357,29307.94,0.3,Valentine's Day
2023-02-17,Dark Rock Pro 4,Air Cooler,74.39,7%,1261,21182.15,0.28,Valentine's Day
2023-02-17,Corsair H100i,Liquid AIO Cooler,123.49,5%,1041,40595.88,0.35,Valentine's Day
2023-02-17,NZXT Kraken X63,Liquid AIO Cooler,130.19,7%,982,35742.25,0.33,Valentine's Day
2023-02-17,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,677,58490.36,0.4,Valentine's Day
2023-02-17,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1102,119012.03,0.42,Valentine's Day
2023-02-18,Noctua NH-D15,Air Cooler,83.69,7%,1388,28728.41,0.3,Valentine's Day
2023-02-18,Dark Rock Pro 4,Air Cooler,75.99,5%,1263,23236.3,0.28,Valentine's Day
2023-02-18,Corsair H100i,Liquid AIO Cooler,126.09,3%,1007,41887.98,0.35,Valentine's Day
2023-02-18,NZXT Kraken X63,Liquid AIO Cooler,130.19,7%,985,35851.44,0.33,Valentine's Day
2023-02-18,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,695,60045.5,0.4,Valentine's Day
2023-02-18,Thermaltake Pacific CL360,Custom Liquid Cooler,278.99,7%,1114,116966.1,0.42,Valentine's Day
2023-02-19,Noctua NH-D15,Air Cooler,83.69,7%,1404,29059.57,0.3,Valentine's Day
2023-02-19,Dark Rock Pro 4,Air Cooler,75.99,5%,1237,22757.95,0.28,Valentine's Day
2023-02-19,Corsair H100i,Liquid AIO Cooler,126.09,3%,1033,42969.49,0.35,Valentine's Day
2023-02-19,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,972,36738.98,0.33,Valentine's Day
2023-02-19,EKWB EK-KIT P240,Custom Liquid Cooler,227.99,5%,683,57369.61,0.4,Valentine's Day
2023-02-19,Thermaltake Pacific CL360,Custom Liquid Cooler,284.99,5%,1096,121651.94,0.42,Valentine's Day
2023-02-20,Noctua NH-D15,Air Cooler,83.69,7%,1402,29018.18,0.3,Valentine's Day
2023-02-20,Dark Rock Pro 4,Air Cooler,76.79,4%,1241,23824.22,0.28,Valentine's Day
2023-02-20,Corsair H100i,Liquid AIO Cooler,123.49,5%,1043,40673.87,0.35,Valentine's Day
2023-02-20,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,958,36209.81,0.33,Valentine's Day
2023-02-20,EKWB EK-KIT P240,Custom Liquid Cooler,225.59,6%,711,58015.18,0.4,Valentine's Day
2023-02-20,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1087,127174.76,0.42,Valentine's Day
2023-02-21,Noctua NH-D15,Air Cooler,83.69,7%,1410,29183.76,0.3,Valentine's Day
2023-02-21,Dark Rock Pro 4,Air Cooler,76.79,4%,1218,23382.68,0.28,Valentine's Day
2023-02-21,Corsair H100i,Liquid AIO Cooler,126.09,3%,1021,42470.33,0.35,Valentine's Day
2023-02-21,NZXT Kraken X63,Liquid AIO Cooler,132.99,5%,927,36335.8,0.33,Valentine's Day
2023-02-21,EKWB EK-KIT P240,Custom Liquid Cooler,227.99,5%,690,57957.58,0.4,Valentine's Day
2023-02-21,Thermaltake Pacific CL360,Custom Liquid Cooler,278.99,7%,1145,120220.99,0.42,Valentine's Day
2023-02-22,Noctua NH-D15,Air Cooler,85.32,2%,1291,28818.59,0.3,No Promo
2023-02-22,Dark Rock Pro 4,Air Cooler,76.88,1%,1211,23360.29,0.28,No Promo
2023-02-22,Corsair H100i,Liquid AIO Cooler,124.66,1%,1019,40933.21,0.35,No Promo
2023-02-22,NZXT Kraken X63,Liquid AIO Cooler,132.5,3%,915,35420.36,0.33,No Promo
2023-02-22,EKWB EK-KIT P240,Custom Liquid Cooler,232.06,0%,649,57155.54,0.4,No Promo
2023-02-22,Thermaltake Pacific CL360,Custom Liquid Cooler,285.49,1%,1044,116406.3,0.42,No Promo
2023-02-23,Noctua NH-D15,Air Cooler,87.79,0%,1301,32266.46,0.3,No Promo
2023-02-23,Dark Rock Pro 4,Air Cooler,77.91,0%,1164,23646.47,0.28,No Promo
2023-02-23,Corsair H100i,Liquid AIO Cooler,125.73,0%,983,40534.09,0.35,No Promo
2023-02-23,NZXT Kraken X63,Liquid AIO Cooler,134.13,2%,890,35895.47,0.33,No Promo
2023-02-23,EKWB EK-KIT P240,Custom Liquid Cooler,231.85,0%,665,58424.42,0.4,No Promo
2023-02-23,Thermaltake Pacific CL360,Custom Liquid Cooler,283.96,3%,1089,119747.95,0.42,No Promo
2023-02-24,Noctua NH-D15,Air Cooler,85.89,2%,1306,29900.33,0.3,No Promo
2023-02-24,Dark Rock Pro 4,Air Cooler,75.6,3%,1221,21981.55,0.28,No Promo
2023-02-24,Corsair H100i,Liquid AIO Cooler,124.86,1%,989,39925.04,0.35,No Promo
2023-02-24,NZXT Kraken X63,Liquid AIO Cooler,132.61,2%,901,34976.95,0.33,No Promo
2023-02-24,EKWB EK-KIT P240,Custom Liquid Cooler,234.03,0%,657,59151.19,0.4,No Promo
2023-02-24,Thermaltake Pacific CL360,Custom Liquid Cooler,287.56,2%,1049,119131.29,0.42,No Promo
2023-02-25,Noctua NH-D15,Air Cooler,87.13,1%,1326,32011.13,0.3,No Promo
2023-02-25,Dark Rock Pro 4,Air Cooler,77.27,1%,1219,23980.46,0.28,No Promo
2023-02-25,Corsair H100i,Liquid AIO Cooler,122.47,2%,1007,38241.8,0.35,No Promo
2023-02-25,NZXT Kraken X63,Liquid AIO Cooler,132.68,3%,913,35502.34,0.33,No Promo
2023-02-25,EKWB EK-KIT P240,Custom Liquid Cooler,230.6,1%,658,56986.82,0.4,No Promo
2023-02-25,Thermaltake Pacific CL360,Custom Liquid Cooler,288.82,0%,1048,120339.9,0.42,No Promo
2023-02-26,Noctua NH-D15,Air Cooler,86.87,1%,1296,30949.73,0.3,No Promo
2023-02-26,Dark Rock Pro 4,Air Cooler,75.74,3%,1220,22136.68,0.28,No Promo
2023-02-26,Corsair H100i,Liquid AIO Cooler,121.5,3%,1041,38523.98,0.35,No Promo
2023-02-26,NZXT Kraken X63,Liquid AIO Cooler,133.83,1%,906,36273.62,0.33,No Promo
2023-02-26,EKWB EK-KIT P240,Custom Liquid Cooler,226.88,3%,666,55200.78,0.4,No Promo
2023-02-26,Thermaltake Pacific CL360,Custom Liquid Cooler,286.23,2%,1068,119868.03,0.42,No Promo
2023-02-27,Noctua NH-D15,Air Cooler,86.4,1%,1315,30785.66,0.3,No Promo
2023-02-27,Dark Rock Pro 4,Air Cooler,75.61,2%,1193,21490.95,0.28,No Promo
2023-02-27,Corsair H100i,Liquid AIO Cooler,124.49,2%,997,39876.26,0.35,No Promo
2023-02-27,NZXT Kraken X63,Liquid AIO Cooler,135.88,0%,883,37162.74,0.33,No Promo
2023-02-27,EKWB EK-KIT P240,Custom Liquid Cooler,225.19,3%,673,54647.53,0.4,No Promo
2023-02-27,Thermaltake Pacific CL360,Custom Liquid Cooler,286.45,1%,1038,116725.91,0.42,No Promo
2023-02-28,Noctua NH-D15,Air Cooler,87.51,0%,1287,31553.29,0.3,No Promo
2023-02-28,Dark Rock Pro 4,Air Cooler,74.88,3%,1248,21577.89,0.28,No Promo
2023-02-28,Corsair H100i,Liquid AIO Cooler,125.94,0%,982,40703.57,0.35,No Promo
2023-02-28,NZXT Kraken X63,Liquid AIO Cooler,136.84,0%,899,38698.94,0.33,No Promo
2023-02-28,EKWB EK-KIT P240,Custom Liquid Cooler,226.15,2%,661,54304.57,0.4,No Promo
2023-02-28,Thermaltake Pacific CL360,Custom Liquid Cooler,287.22,1%,1039,117639.81,0.42,No Promo
2023-03-01,Noctua NH-D15,Air Cooler,85.37,3%,1352,30247.51,0.3,No Promo
2023-03-01,Dark Rock Pro 4,Air Cooler,75.23,3%,1215,21433.97,0.28,No Promo
2023-03-01,Corsair H100i,Liquid AIO Cooler,124.43,1%,1017,40616.42,0.35,No Promo
2023-03-01,NZXT Kraken X63,Liquid AIO Cooler,135.78,0%,871,36571.1,0.33,No Promo
2023-03-01,EKWB EK-KIT P240,Custom Liquid Cooler,234.61,0%,656,59442.36,0.4,No Promo
2023-03-01,Thermaltake Pacific CL360,Custom Liquid Cooler,288.15,1%,1054,120321.08,0.42,No Promo
2023-03-02,Noctua NH-D15,Air Cooler,87.3,0%,1281,31142.88,0.3,No Promo
2023-03-02,Dark Rock Pro 4,Air Cooler,75.26,3%,1231,21751.51,0.28,No Promo
2023-03-02,Corsair H100i,Liquid AIO Cooler,125.07,1%,996,40412.37,0.35,No Promo
2023-03-02,NZXT Kraken X63,Liquid AIO Cooler,132.23,3%,937,36014.88,0.33,No Promo
2023-03-02,EKWB EK-KIT P240,Custom Liquid Cooler,233.7,0%,644,57769.02,0.4,No Promo
2023-03-02,Thermaltake Pacific CL360,Custom Liquid Cooler,283.98,2%,1087,119552.79,0.42,No Promo
